time,lc_A,lc_B
57008.8911719,46.182534765109679,52.199516634191461
57008.8948305,46.36381957420334,52.43460163690834
57008.8985153,46.35973874430816,52.647030323226865
57008.9021869,46.25062524113126,52.886704099515974
57008.9058384,46.414784426016595,52.784235217040411
57008.909484,46.483056421801123,52.695925653224805
57008.9131394,46.655831845297783,52.706637419962377
57008.9167999,46.563837687650178,52.910734289303782
57008.920477,46.596626963111966,52.965194875135872
57008.924162,46.84753263520583,52.953334706648654
57008.9278322,46.269841044963819,52.883076420918016
57008.9317043,46.745477394808006,52.973219215739505
57008.9355922,46.394957680166662,53.220250757580807
57008.9392554,46.30031472330851,53.068428907000801
57008.942906,45.933108916575755,53.201465689230517
57008.9465664,46.055185325754614,53.451183136073581
57008.9502207,46.167958021039269,53.252322517411891
57008.9538737,46.262316721209089,53.316505690784965
57008.9575328,46.164613144381903,53.415119055174443
57008.9611907,46.303406468129936,52.970679947158196
57008.9648409,46.343710243220961,53.099228390358448
57008.9684996,46.1267390410936,52.874443991496292
57008.9721559,46.184909054621109,52.942108023697372
57008.97582,46.039627977721594,52.852463435209366
57008.9794745,46.734372872675436,52.746438113847177
57008.9831239,47.161744621342962,52.586904473852044
57008.9868408,47.285291087796608,52.680823972900328
57008.9905139,47.184480218108952,52.631646205931169
57008.9941662,47.337101093727952,52.458602834035339
57008.9980488,47.345828104546598,52.148596389357103
57009.0019357,47.183474425113438,52.226830243584217
57009.0055949,47.346928924492822,52.262528174220904
57009.0092609,47.194467317367987,52.378884468391043
57009.0129177,47.486955437864438,52.322583663015024
57009.016598,47.464512987426779,52.193362076131955
57009.0202648,47.320536390730886,51.82303704301421
57009.0239351,46.853576429023398,51.66156469196779
57009.0275932,46.923513820771738,51.689645288830185
57009.0308932,46.58036188707667,51.824134775968957
57009.0312551,46.638659505264826,51.844614434302024
57009.0349108,46.758235852107852,51.651599799065544
57009.0350146,46.721761607013704,51.625194526969899
57009.0385675,46.522963118684125,51.218375771533019
57009.0390511,46.501810382267649,51.29344303996595
57009.0422301,46.511148011129464,51.229880304552694
57009.043069,46.290267612991933,51.212121653407884
57009.0458908,46.320903082958139,51.06272057394839
57009.0471141,46.293419661706395,51.064715930828172
57009.0495521,46.350600783371,51.309034935939685
57009.0511329,46.009135097480595,51.340240814632487
57009.0534789,46.078149496497566,50.938100169213278
57009.0553484,46.148443725670646,50.971833074133251
57009.0571273,45.963539752313046,50.920219961552284
57009.0595579,46.025859583238429,51.084812883459513
57009.0611341,45.864539907414539,51.130313645525796
57009.0636404,45.71812412198895,51.215327275204935
57009.0650508,45.320381203959016,51.051554427031832
57009.0676583,45.362325866943429,51.101041068577402
57009.0687102,45.372047717929767,51.073959346091172
57009.0716941,45.09389649356828,51.232831855527394
57009.0723651,45.042098121642432,51.271370690121515
57009.0757084,45.046225855036809,50.931970921144398
57009.0760284,45.14715666043049,50.885631034200749
57009.079706,45.135635335023146,50.845023057470243
57009.0797308,45.139161175147962,50.828540450634442
57009.0833598,44.868473161709119,50.659289030959556
57009.0837531,44.903726224027523,50.583585993363357
57009.0878199,45.286691838142787,50.597814387970516
57009.0918563,45.52752134310618,50.743018521840703
57009.0958952,45.756895212320025,51.180732724780633
57009.0999118,45.643028982143036,51.2939296238075
57009.1039548,46.221543466840764,51.38897198626583
57009.1081191,46.089930431861951,51.574430114206677
57009.1123301,46.02426299201101,51.890594903611145
57009.1164081,46.282004028306432,52.13096537873983
57009.1204258,46.379897368006233,52.013709461181833
57009.12446,47.032171211463947,52.182611427295122
57009.1284895,46.935390321976833,52.107325487249646
57009.1325032,47.05770795654233,52.242946057835624
57009.1365246,47.026828642175253,51.857320118849692
57009.1405567,47.109697197977091,51.89234279408403
57009.1445992,46.89457726515554,52.443612388694532
57009.148633,46.992919499627476,52.384708593539202
57009.1526576,46.737531034362561,52.235403255118378
57009.1567155,46.533546120479379,52.217966909997621
57009.1607927,46.313677737270368,52.26949269312621
57009.1648391,46.429210267696845,51.687400921474783
57009.1688586,46.263699576610058,51.958113939926108
57009.1730716,46.388999331212979,51.710098855866299
57009.1772729,46.503661121330119,51.840665873119917
57009.1813376,46.511248718686367,51.907432436905751
57009.1853584,46.394923660238071,52.068254100228316
57009.1893897,46.719166994924969,51.934346961162433
57009.1934284,46.951467349391365,51.853193065389682
57009.1974545,47.058812377690693,51.9324266044677
57009.2014772,47.044272473059571,51.809040571188682
57009.2055204,47.034731047357809,52.051614419932193
57009.2095357,47.411500639503458,52.384597365979616
57009.2135575,48.02908600044038,52.352697740648544
57009.2175833,48.032827851258645,52.364521348900652
57009.2216103,47.857558243311338,52.614160691488095
57009.2256273,47.977591967684916,52.318480508913026
57009.2296517,47.837243766185864,52.12563783647051
57009.233891,47.471717278067409,52.074761548197486
57009.2380996,47.797045846610835,52.103008813694721
57009.2421663,48.267040012726618,52.082722054244307
57009.2461954,47.825717127192867,52.376661459608748
57009.2502205,47.821493130282867,52.754320844374519
57009.2542481,48.004990593187081,52.983564854616901
57009.2582661,47.875747385432796,53.19055606946376
57009.2622933,47.708889826372364,53.627596265017473
57009.2663118,47.804479708118706,53.578091954473649
57009.2703304,47.568439384795276,53.572060129933107
57009.2743468,47.717952056874978,53.372766145986141
57009.2783707,47.59654353156656,53.397875617713161
57009.2824032,47.517569986327892,53.525899295524219
57009.2864263,47.545073635423101,53.27724091968706
57009.2904465,47.419609336587918,53.223735329018076
57009.2946755,47.348652342768126,52.802250635116977
57009.2987372,47.344749271930851,52.737776862324928
57009.3027591,46.927669716156721,52.755252146053145
57009.3067944,47.119531327838452,52.185654018137299
57009.310817,46.940645394964079,51.989180310841675
57009.3148323,47.136277975347042,52.44291084079493
57009.4225868,46.151116456530559,50.569932676709129
57009.4262357,46.499184568614993,50.390916669669693
57009.4298945,46.385460896246819,50.219915721429317
57009.4335502,46.110399502345111,50.245596087557537
57009.4372041,45.955265800200905,50.226782698107328
57009.4408606,46.332443724988451,50.214234791741134
57009.4446941,46.556929682773422,50.309957649055065
57009.4485062,46.53297756144319,50.223631464567454
57009.452163,46.579563240268619,49.928180727387911
57009.4558195,46.438011678801217,50.224804323360459
57009.4594807,46.310819993231682,50.082096270667378
57009.463134,46.090126526380395,49.991934467402331
57009.4667942,46.242976978898021,50.038820490043136
57009.4704545,46.442054270492577,50.155445911905019
57009.4741126,46.515239201540368,50.23891664937176
57009.4777723,46.15038299569575,50.771485102309185
57009.4814255,46.433855134726137,50.894819946403913
57009.485086,46.307176994027046,50.995679586717223
57009.4887445,46.477619905472764,51.085006617204527
57009.4924033,46.18368873690423,50.887716019022221
57009.4960641,46.013881287559016,50.949058305329636
57009.4997201,45.494355390082895,50.675384157830472
57009.50338,45.393334103560413,50.740123680835588
57009.5071895,45.399848741116784,50.539223943477921
57009.5110171,45.638710497064565,50.630679110122898
57009.5146836,45.760595814930511,50.60168210209833
57009.518339,45.475308543008794,50.864510100018997
57009.5220004,45.679538480011423,50.406206789340779
57009.5256559,45.962109320850757,50.238527582609301
57009.5293173,46.465412757435331,50.354235348981099
57009.5329778,46.898830156350563,50.817688861001002
57009.5366373,47.016466618895308,50.686019005077519
57009.5403649,47.27301526569272,50.589275639650332
57009.5440299,47.332578736771694,50.253236325361563
57009.5476878,47.140265267782375,50.177392063026588
57009.5514474,47.644933877517033,49.569957705450285
57009.5551015,47.506684391390024,49.761068921742435
57009.5587604,47.614425010204783,49.624935642771625
57009.5624283,48.046857055235307,49.158989860069539
57009.5660855,48.490822541179156,49.207030761127093
57009.5697616,48.190684265177119,49.282191111154091
57009.5736084,47.878768664645847,49.079966962604274
57009.5774186,48.044539123791196,48.945069551960898
57009.5810809,48.074836186974373,49.251788790405215
57009.5847439,48.059453506052222,48.95924640271997
57009.5884038,48.290300429872822,49.309475540910697
57009.5920599,48.434722045092705,49.086500400004418
57009.5957835,48.365479050602055,49.123173589872309
57009.5994413,48.157675182955742,49.034629439383338
57009.6030977,48.072122412099176,48.830269020871825
57009.6067606,47.778946522060167,48.515675004446557
57009.6104216,47.531519580733907,47.990588509249271
57009.6140768,47.47585245954582,47.974549777293156
57009.617737,47.808690719487551,47.5929932888249
57009.6213927,47.963962926076434,47.646215058070695
57009.6250531,47.870590096043109,47.264836281129412
57009.6287129,48.012373016285913,46.821692769108424
57009.6323766,48.472789124021368,46.816644174047404
57009.6360308,48.253801358739295,46.415302406574504
57009.6398849,48.29191943807556,46.019394961857735
57009.6436986,48.158756538072801,46.029065050073029
57009.647354,48.291730582371642,46.050981996283383
57009.651013,47.954330636136717,46.129091272037492
57009.6546745,47.720074151585429,45.665169862229838
57009.6584263,47.306326259432637,45.609691745678639
57009.6620849,47.177014533976561,45.4585695226571
57009.6657426,47.246509826088783,45.486165086637726
57009.6694025,47.319708508612294,45.917190012736555
57009.6730621,47.145453275414873,45.997760466463376
57009.6767253,47.02598435351706,46.378272369878808
57009.6803813,47.005849496465707,46.376435242583163
57009.6840846,46.588662962642914,46.155025750898737
57009.6877398,46.500581270478612,46.151304175342716
57009.691392,46.745335277579926,45.931630109300471
57009.6950471,46.72790684357463,45.868146790750437
57009.698707,46.792726738418501,46.105948209631087
57009.7023616,47.033646863123288,46.066230342062156
57009.7062149,47.109341319227624,45.690783526133423
57009.7098852,47.233387533638087,45.597212207597536
57009.7135436,47.5130660142407,45.708239549119583
57009.7172004,47.436283453116822,45.803944489775922
57009.7208561,47.074351249528007,46.017043427272235
57009.724514,46.79212053271862,46.061030399632131
57009.7818217,46.19593457706344,45.422629437144302
57009.7855041,46.092898087584892,45.503971634737646
57009.7891562,45.990098033805012,45.472438931359854
57009.7928164,46.138555424027992,45.458622473663389
57009.796476,46.192638861902552,45.782971612103829
57009.8001454,46.22853112094009,45.677217035454404
57009.804053,46.300845406885173,45.200770867075185
57009.8079298,46.551408582961791,45.480117599752191
57009.8115716,46.689381448238457,45.712697712020031
57009.8152333,46.817790200869261,46.055976337779896
57009.8188844,47.132945049715282,45.519748432179611
57009.8225476,47.620980099760644,45.244395844866624
57009.826213,47.660798173900616,45.110133765897388
57009.8298941,47.972313150949788,45.553126383394307
57009.8335538,47.360478742929168,45.851507968626429
57009.8372196,47.224987542612951,46.238290281662437
57009.8408945,47.127217669085908,46.237121674202641
57009.8445417,47.121744175831999,46.193495481621092
57009.848205,46.879454912658552,46.274233947084397
57009.8518621,46.791435101663993,46.33591337212156
57009.8555291,46.968665251767163,46.556377897096567
57009.8592063,46.999961581541143,46.473580117301999
57009.8628729,47.005078521484833,46.786187743373624
57009.866725,47.330971094160127,46.814690635242506
57009.8705469,47.021976657685599,46.690977847391643
57009.8741931,47.111008990011292,46.616243636245969
57009.877849,47.11460373911666,46.682028469026733
57009.8815208,46.990374216882849,46.688919141154877
57009.8852221,46.776836866420609,46.699502447282903
57009.8888962,46.822685043804512,46.734629546494048
57009.8925455,47.14504173021065,46.89095049732677
57009.8962156,47.100269795458303,46.823997436884916
57009.8998653,47.086170953176158,46.735392285243854
57009.9035311,47.290282088368819,46.769779042038572
57009.9071849,47.437968584114842,46.954640804896911
57009.9108397,47.533091853440794,47.067543635725713
57009.914498,47.817660764078141,47.001165729047834
57009.9181685,47.777655024840911,47.14318776348231
57009.9218305,47.829109983963924,47.394577337659499
57009.9255066,48.016354882813431,46.962208955423918
57009.9293586,47.504200366683946,47.047411963257851
57009.9331733,47.416523618142051,47.33863909675015
57009.9404904,47.684354979681878,46.704474441815719
57009.9441688,48.004661001771481,46.323031756935741
57009.9478176,48.202511732718961,46.415205572885704
57009.9514754,48.041001702091378,46.690601378239748
57009.9551266,48.073759885628952,46.524969797906707
57009.9587963,48.444655636873627,46.862742533385081
57009.9624434,48.290388077047282,46.912872680981877
57009.9661016,47.787763786091517,46.731731823486776
57009.9697524,47.581651474235059,46.518530562100018
57009.9734226,47.811337848107144,46.730991065742352
57009.9770737,47.842620503375322,46.964807126804054
57009.980727,48.278110584193762,47.431722686058514
57009.9844298,48.122015940920242,47.810654277060571
57009.9880843,48.067409730739442,47.877553134081502
57009.9919545,48.205767301229187,47.684300107202887
57009.9957692,48.744300506022306,47.906242885105847
57009.999417,48.611125328425018,47.641954494037563
57010.003094,48.992144873557272,47.663171937592764
57010.0067491,49.159134727841618,47.711041246260578
57010.0104078,49.076154531172158,47.626648401121649
57010.0140697,49.131870489399198,47.887619046382873
57010.0177316,48.749778278660955,48.000025026836781
57010.0213897,48.922214656421602,47.477720368634493
57010.025082,49.268505532738651,47.572709342911992
57010.0287368,49.144847354004504,47.334791656124679
57010.0324138,48.924995526203439,47.189055240085374
57010.0360698,48.716626447254967,47.370971306071965
57010.0397234,48.864224198760681,47.114594410017745
57010.0433919,48.886214655307818,46.698089173945981
57010.0470542,48.551043208710695,46.732688656067545
57010.0507081,49.131452546497044,46.629074798091601
57010.0543665,49.036392786781072,46.616340040001063
57010.0582444,49.148681744476214,46.49021292079243
57010.0619187,49.619360621439689,46.361844380782486
57010.0655835,49.446257766476286,45.833210397189703
57010.0692566,49.273343592082149,45.886213710626031
57010.0729109,49.91339099420604,45.413765297555905
